1,2008-01-01,2008-01-08,2,2008-01-04,2008-01-11,9,10,7,77.7777777778,76.1904761905,5
2,2008-01-04,2008-01-11,3,2008-01-07,2008-01-14,10,10,8,80.0,55.8823529412,15
3,2008-01-07,2008-01-14,4,2008-01-10,2008-01-17,10,10,6,60.0,43.3333333333,17
4,2008-01-10,2008-01-17,5,2008-01-13,2008-01-20,10,9,8,80.0,75.8620689655,7
5,2008-01-13,2008-01-20,6,2008-01-16,2008-01-23,9,10,8,88.8888888889,61.2903225806,12
6,2008-01-16,2008-01-23,7,2008-01-19,2008-01-26,10,10,8,80.0,63.6363636364,12
7,2008-01-19,2008-01-26,8,2008-01-22,2008-01-29,10,10,9,90.0,73.5294117647,9
8,2008-01-22,2008-01-29,9,2008-01-25,2008-02-01,10,9,7,70.0,58.6206896552,12
9,2008-01-25,2008-02-01,10,2008-01-28,2008-02-04,9,9,8,88.8888888889,75.0,7
10,2008-01-28,2008-02-04,11,2008-01-31,2008-02-07,9,9,5,55.5555555556,33.3333333333,18
11,2008-01-31,2008-02-07,12,2008-02-03,2008-02-10,9,10,7,77.7777777778,50.0,18
12,2008-02-03,2008-02-10,13,2008-02-06,2008-02-13,10,10,8,80.0,64.7058823529,12
13,2008-02-06,2008-02-13,14,2008-02-09,2008-02-16,10,9,8,80.0,62.5,12
14,2008-02-09,2008-02-16,15,2008-02-12,2008-02-19,9,9,7,77.7777777778,68.1818181818,7
15,2008-02-12,2008-02-19,16,2008-02-15,2008-02-22,9,9,6,66.6666666667,61.5384615385,10
16,2008-02-15,2008-02-22,17,2008-02-18,2008-02-25,9,9,8,88.8888888889,82.7586206897,5
17,2008-02-18,2008-02-25,18,2008-02-21,2008-02-28,9,10,5,55.5555555556,31.4285714286,24
18,2008-02-21,2008-02-28,19,2008-02-24,2008-03-02,10,9,6,60.0,34.4827586207,19
19,2008-02-24,2008-03-02,20,2008-02-27,2008-03-05,9,9,6,66.6666666667,58.8235294118,7
20,2008-02-27,2008-03-05,21,2008-03-01,2008-03-08,9,10,6,66.6666666667,48.0,13
21,2008-03-01,2008-03-08,22,2008-03-04,2008-03-11,10,9,6,60.0,33.3333333333,20
22,2008-03-04,2008-03-11,23,2008-03-07,2008-03-14,9,8,6,66.6666666667,35.7142857143,18
23,2008-03-07,2008-03-14,24,2008-03-10,2008-03-17,8,10,8,100.0,90.9090909091,2
24,2008-03-10,2008-03-17,25,2008-03-13,2008-03-20,10,10,7,70.0,63.3333333333,11
25,2008-03-13,2008-03-20,26,2008-03-16,2008-03-23,10,10,6,60.0,38.2352941176,21
26,2008-03-16,2008-03-23,27,2008-03-19,2008-03-26,10,10,9,90.0,68.75,10
27,2008-03-19,2008-03-26,28,2008-03-22,2008-03-29,10,9,7,70.0,57.1428571429,12
28,2008-03-22,2008-03-29,29,2008-03-25,2008-04-01,9,10,7,77.7777777778,62.5,12
29,2008-03-25,2008-04-01,30,2008-03-28,2008-04-04,10,10,6,60.0,39.3939393939,20
30,2008-03-28,2008-04-04,31,2008-03-31,2008-04-07,10,10,6,60.0,41.6666666667,14
31,2008-03-31,2008-04-07,32,2008-04-03,2008-04-10,10,7,5,50.0,36.0,16
32,2008-04-03,2008-04-10,33,2008-04-06,2008-04-13,7,10,6,85.7142857143,60.0,6
33,2008-04-06,2008-04-13,34,2008-04-09,2008-04-16,10,9,6,60.0,45.1612903226,17
34,2008-04-09,2008-04-16,35,2008-04-12,2008-04-19,9,7,5,55.5555555556,42.8571428571,16
35,2008-04-12,2008-04-19,36,2008-04-15,2008-04-22,7,8,4,57.1428571429,30.0,14
36,2008-04-15,2008-04-22,37,2008-04-18,2008-04-25,8,3,2,25.0,13.6363636364,19
37,2008-04-18,2008-04-25,38,2008-04-21,2008-04-28,3,8,3,100.0,66.6666666667,2
38,2008-04-21,2008-04-28,39,2008-04-24,2008-05-01,8,10,5,62.5,58.3333333333,10
39,2008-04-24,2008-05-01,40,2008-04-27,2008-05-04,10,6,4,40.0,28.2051282051,28
40,2008-04-27,2008-05-04,41,2008-04-30,2008-05-07,6,7,6,100.0,95.652173913,1
41,2008-04-30,2008-05-07,42,2008-05-03,2008-05-10,7,10,5,71.4285714286,29.1666666667,17
42,2008-05-03,2008-05-10,43,2008-05-06,2008-05-13,10,7,6,60.0,34.4827586207,19
43,2008-05-06,2008-05-13,44,2008-05-09,2008-05-16,7,10,5,71.4285714286,58.3333333333,5
44,2008-05-09,2008-05-16,45,2008-05-12,2008-05-19,10,9,7,70.0,66.6666666667,6
45,2008-05-12,2008-05-19,46,2008-05-15,2008-05-22,9,10,5,55.5555555556,38.8888888889,11
46,2008-05-15,2008-05-22,47,2008-05-18,2008-05-25,10,9,7,70.0,64.0,9
47,2008-05-18,2008-05-25,48,2008-05-21,2008-05-28,9,10,5,55.5555555556,43.4782608696,13
48,2008-05-21,2008-05-28,49,2008-05-24,2008-05-31,10,10,7,70.0,60.0,8
49,2008-05-24,2008-05-31,50,2008-05-27,2008-06-03,10,10,8,80.0,50.0,13
50,2008-05-27,2008-06-03,51,2008-05-30,2008-06-06,10,10,6,60.0,33.3333333333,16
51,2008-05-30,2008-06-06,52,2008-06-02,2008-06-09,10,10,8,80.0,66.6666666667,8
52,2008-06-02,2008-06-09,53,2008-06-05,2008-06-12,10,9,5,50.0,27.2727272727,16
53,2008-06-05,2008-06-12,54,2008-06-08,2008-06-15,9,9,7,77.7777777778,65.2173913043,8
54,2008-06-08,2008-06-15,55,2008-06-11,2008-06-18,9,9,6,66.6666666667,37.037037037,17
55,2008-06-11,2008-06-18,56,2008-06-14,2008-06-21,9,10,5,55.5555555556,56.5217391304,10
56,2008-06-14,2008-06-21,57,2008-06-17,2008-06-24,10,6,4,40.0,16.6666666667,30
57,2008-06-17,2008-06-24,58,2008-06-20,2008-06-27,6,5,4,66.6666666667,75.0,4
58,2008-06-20,2008-06-27,59,2008-06-23,2008-06-30,5,9,2,40.0,26.6666666667,11
59,2008-06-23,2008-06-30,60,2008-06-26,2008-07-03,9,10,7,77.7777777778,64.0,9
60,2008-06-26,2008-07-03,61,2008-06-29,2008-07-06,10,10,7,70.0,58.8235294118,14
61,2008-06-29,2008-07-06,62,2008-07-02,2008-07-09,10,9,5,50.0,36.6666666667,19
62,2008-07-02,2008-07-09,63,2008-07-05,2008-07-12,9,8,7,77.7777777778,66.6666666667,7
63,2008-07-05,2008-07-12,64,2008-07-08,2008-07-15,8,8,7,87.5,68.1818181818,7
64,2008-07-08,2008-07-15,65,2008-07-11,2008-07-18,8,8,5,62.5,54.1666666667,11
65,2008-07-11,2008-07-18,66,2008-07-14,2008-07-21,8,8,5,62.5,34.6153846154,17
66,2008-07-14,2008-07-21,67,2008-07-17,2008-07-24,8,8,7,87.5,80.9523809524,4
67,2008-07-17,2008-07-24,68,2008-07-20,2008-07-27,8,4,4,50.0,45.8333333333,13
68,2008-07-20,2008-07-27,69,2008-07-23,2008-07-30,4,5,2,50.0,27.2727272727,8
69,2008-07-23,2008-07-30,70,2008-07-26,2008-08-02,5,9,5,100.0,100.0,0
70,2008-07-26,2008-08-02,71,2008-07-29,2008-08-05,9,8,7,77.7777777778,64.1025641026,14
71,2008-07-29,2008-08-05,72,2008-08-01,2008-08-08,8,10,7,87.5,68.9655172414,9
72,2008-08-01,2008-08-08,73,2008-08-04,2008-08-11,10,10,8,80.0,51.4285714286,17
73,2008-08-04,2008-08-11,74,2008-08-07,2008-08-14,10,8,6,60.0,46.1538461538,14
74,2008-08-07,2008-08-14,75,2008-08-10,2008-08-17,8,10,6,75.0,50.0,10
75,2008-08-10,2008-08-17,76,2008-08-13,2008-08-20,10,7,6,60.0,52.1739130435,11
76,2008-08-13,2008-08-20,77,2008-08-16,2008-08-23,7,8,3,42.8571428571,35.7142857143,9
77,2008-08-16,2008-08-23,78,2008-08-19,2008-08-26,8,7,6,75.0,72.2222222222,5
78,2008-08-19,2008-08-26,79,2008-08-22,2008-08-29,7,9,6,85.7142857143,66.6666666667,5
79,2008-08-22,2008-08-29,80,2008-08-25,2008-09-01,9,10,5,55.5555555556,55.5555555556,8
80,2008-08-25,2008-09-01,81,2008-08-28,2008-09-04,10,10,7,70.0,55.1724137931,13
81,2008-08-28,2008-09-04,82,2008-08-31,2008-09-07,10,9,8,80.0,66.6666666667,10
82,2008-08-31,2008-09-07,83,2008-09-03,2008-09-10,9,10,7,77.7777777778,61.5384615385,10
83,2008-09-03,2008-09-10,84,2008-09-06,2008-09-13,10,7,6,60.0,42.8571428571,16
84,2008-09-06,2008-09-13,85,2008-09-09,2008-09-16,7,10,6,85.7142857143,77.7777777778,4
85,2008-09-09,2008-09-16,86,2008-09-12,2008-09-19,10,10,7,70.0,43.75,18
86,2008-09-12,2008-09-19,87,2008-09-15,2008-09-22,10,10,8,80.0,72.0,7
87,2008-09-15,2008-09-22,88,2008-09-18,2008-09-25,10,10,7,70.0,53.5714285714,13
88,2008-09-18,2008-09-25,89,2008-09-21,2008-09-28,10,10,9,90.0,74.1935483871,8
89,2008-09-21,2008-09-28,90,2008-09-24,2008-10-01,10,10,7,70.0,52.7777777778,17
90,2008-09-24,2008-10-01,91,2008-09-27,2008-10-04,10,10,8,80.0,60.0,16
91,2008-09-27,2008-10-04,92,2008-09-30,2008-10-07,10,9,7,70.0,46.6666666667,16
92,2008-09-30,2008-10-07,93,2008-10-03,2008-10-10,9,10,6,66.6666666667,50.0,12
93,2008-10-03,2008-10-10,94,2008-10-06,2008-10-13,10,10,6,60.0,58.8235294118,14
94,2008-10-06,2008-10-13,95,2008-10-09,2008-10-16,10,10,8,80.0,67.5675675676,12
95,2008-10-09,2008-10-16,96,2008-10-12,2008-10-19,10,9,6,60.0,30.5555555556,25
96,2008-10-12,2008-10-19,97,2008-10-15,2008-10-22,9,9,5,55.5555555556,34.7826086957,15
97,2008-10-15,2008-10-22,98,2008-10-18,2008-10-25,9,8,6,66.6666666667,48.3870967742,16
98,2008-10-18,2008-10-25,99,2008-10-21,2008-10-28,8,9,5,62.5,37.9310344828,18
99,2008-10-21,2008-10-28,100,2008-10-24,2008-10-31,9,10,6,66.6666666667,68.1818181818,7
100,2008-10-24,2008-10-31,101,2008-10-27,2008-11-03,10,10,7,70.0,48.8372093023,22
101,2008-10-27,2008-11-03,102,2008-10-30,2008-11-06,10,8,5,50.0,20.5128205128,31
102,2008-10-30,2008-11-06,103,2008-11-02,2008-11-09,8,8,6,75.0,70.0,6
103,2008-11-02,2008-11-09,104,2008-11-05,2008-11-12,8,10,5,62.5,54.5454545455,10
104,2008-11-05,2008-11-12,105,2008-11-08,2008-11-15,10,10,7,70.0,42.8571428571,20
105,2008-11-08,2008-11-15,106,2008-11-11,2008-11-18,10,8,6,60.0,35.0,26
106,2008-11-11,2008-11-18,107,2008-11-14,2008-11-21,8,8,6,75.0,66.6666666667,7
107,2008-11-14,2008-11-21,108,2008-11-17,2008-11-24,8,8,6,75.0,33.3333333333,16
108,2008-11-17,2008-11-24,109,2008-11-20,2008-11-27,8,10,7,87.5,89.4736842105,2
109,2008-11-20,2008-11-27,110,2008-11-23,2008-11-30,10,8,5,50.0,26.4705882353,25
110,2008-11-23,2008-11-30,111,2008-11-26,2008-12-03,8,8,5,62.5,50.0,9
111,2008-11-26,2008-12-03,112,2008-11-29,2008-12-06,8,10,6,75.0,65.2173913043,8
112,2008-11-29,2008-12-06,113,2008-12-02,2008-12-09,10,9,6,60.0,32.4324324324,25
113,2008-12-02,2008-12-09,114,2008-12-05,2008-12-12,9,10,7,77.7777777778,76.0,6
114,2008-12-05,2008-12-12,115,2008-12-08,2008-12-15,10,10,8,80.0,57.5,17
115,2008-12-08,2008-12-15,116,2008-12-11,2008-12-18,10,10,7,70.0,57.1428571429,15
116,2008-12-11,2008-12-18,117,2008-12-14,2008-12-21,10,10,8,80.0,72.5,11
117,2008-12-14,2008-12-21,118,2008-12-17,2008-12-24,10,9,7,70.0,40.4255319149,28
118,2008-12-17,2008-12-24,119,2008-12-20,2008-12-27,9,10,6,66.6666666667,54.8387096774,14
119,2008-12-20,2008-12-27,120,2008-12-23,2008-12-30,10,10,5,50.0,29.5454545455,31
120,2008-12-23,2008-12-30,121,2008-12-26,2009-01-02,10,7,3,30.0,11.4285714286,31
121,2008-12-26,2009-01-02,122,2008-12-29,2009-01-05,7,9,4,57.1428571429,52.9411764706,8
122,2008-12-29,2009-01-05,123,2009-01-01,2009-01-08,9,8,5,55.5555555556,54.1666666667,11
123,2009-01-01,2009-01-08,124,2009-01-04,2009-01-11,8,6,3,37.5,30.0,14
124,2009-01-04,2009-01-11,125,2009-01-07,2009-01-14,6,8,6,100.0,75.0,3
125,2009-01-07,2009-01-14,126,2009-01-10,2009-01-17,8,10,6,75.0,53.3333333333,7
126,2009-01-10,2009-01-17,127,2009-01-13,2009-01-20,10,10,9,90.0,74.0740740741,7
127,2009-01-13,2009-01-20,128,2009-01-16,2009-01-23,10,10,6,60.0,38.4615384615,16
128,2009-01-16,2009-01-23,129,2009-01-19,2009-01-26,10,10,7,70.0,70.0,9
129,2009-01-19,2009-01-26,130,2009-01-22,2009-01-29,10,7,5,50.0,34.2857142857,23
130,2009-01-22,2009-01-29,131,2009-01-25,2009-02-01,7,6,5,71.4285714286,47.0588235294,9
131,2009-01-25,2009-02-01,132,2009-01-28,2009-02-04,6,10,4,66.6666666667,46.1538461538,7
132,2009-01-28,2009-02-04,133,2009-01-31,2009-02-07,10,10,9,90.0,85.2941176471,5
133,2009-01-31,2009-02-07,134,2009-02-03,2009-02-10,10,10,8,80.0,51.1111111111,22
134,2009-02-03,2009-02-10,135,2009-02-06,2009-02-13,10,10,6,60.0,44.1176470588,19
135,2009-02-06,2009-02-13,136,2009-02-09,2009-02-16,10,10,7,70.0,35.2941176471,22
136,2009-02-09,2009-02-16,137,2009-02-12,2009-02-19,10,8,6,60.0,52.5,19
137,2009-02-12,2009-02-19,138,2009-02-15,2009-02-22,8,8,3,37.5,23.3333333333,23
138,2009-02-15,2009-02-22,139,2009-02-18,2009-02-25,8,9,7,87.5,69.5652173913,7
139,2009-02-18,2009-02-25,140,2009-02-21,2009-02-28,9,10,6,66.6666666667,41.6666666667,14
140,2009-02-21,2009-02-28,141,2009-02-24,2009-03-03,10,7,6,60.0,53.5714285714,13
141,2009-02-24,2009-03-03,142,2009-02-27,2009-03-06,7,9,5,71.4285714286,60.0,8
142,2009-02-27,2009-03-06,143,2009-03-02,2009-03-09,9,7,6,66.6666666667,50.0,13
143,2009-03-02,2009-03-09,144,2009-03-05,2009-03-12,7,8,4,57.1428571429,46.6666666667,8
144,2009-03-05,2009-03-12,145,2009-03-08,2009-03-15,8,9,5,62.5,34.7826086957,15
145,2009-03-08,2009-03-15,146,2009-03-11,2009-03-18,9,10,6,66.6666666667,48.3870967742,16
146,2009-03-11,2009-03-18,147,2009-03-14,2009-03-21,10,10,8,80.0,77.1428571429,8
147,2009-03-14,2009-03-21,148,2009-03-17,2009-03-24,10,10,9,90.0,74.358974359,10
148,2009-03-17,2009-03-24,149,2009-03-20,2009-03-27,10,8,4,40.0,33.3333333333,24
149,2009-03-20,2009-03-27,150,2009-03-23,2009-03-30,8,8,5,62.5,47.619047619,11
150,2009-03-23,2009-03-30,151,2009-03-26,2009-04-02,8,9,5,62.5,61.1111111111,7
151,2009-03-26,2009-04-02,152,2009-03-29,2009-04-05,9,10,5,55.5555555556,44.0,14
152,2009-03-29,2009-04-05,153,2009-04-01,2009-04-08,10,10,8,80.0,73.3333333333,8
153,2009-04-01,2009-04-08,154,2009-04-04,2009-04-11,10,10,7,70.0,54.7619047619,19
154,2009-04-04,2009-04-11,155,2009-04-07,2009-04-14,10,9,7,70.0,64.5161290323,11
