1,2008-01-01 - 2008-01-08,2,2008-01-04 - 2008-01-11,1,0,0,100.0,100.0
2,2008-01-04 - 2008-01-11,3,2008-01-07 - 2008-01-14,0,12,1,64.7058823529,90.0
3,2008-01-07 - 2008-01-14,4,2008-01-10 - 2008-01-17,0,7,2,76.6666666667,80.0
4,2008-01-10 - 2008-01-17,5,2008-01-13 - 2008-01-20,0,6,1,79.3103448276,90.0
5,2008-01-13 - 2008-01-20,6,2008-01-16 - 2008-01-23,0,9,0,70.9677419355,100.0
6,2008-01-16 - 2008-01-23,7,2008-01-19 - 2008-01-26,0,3,0,90.9090909091,100.0
7,2008-01-19 - 2008-01-26,8,2008-01-22 - 2008-01-29,0,3,0,91.1764705882,100.0
8,2008-01-22 - 2008-01-29,9,2008-01-25 - 2008-02-01,0,5,1,82.7586206897,90.0
9,2008-01-25 - 2008-02-01,10,2008-01-28 - 2008-02-04,0,4,0,85.7142857143,100.0
10,2008-01-28 - 2008-02-04,11,2008-01-31 - 2008-02-07,0,13,1,51.8518518519,88.8888888889
11,2008-01-31 - 2008-02-07,12,2008-02-03 - 2008-02-10,0,22,3,45.0,70.0
12,2008-02-03 - 2008-02-10,13,2008-02-06 - 2008-02-13,0,9,1,73.5294117647,90.0
13,2008-02-06 - 2008-02-13,14,2008-02-09 - 2008-02-16,0,12,2,62.5,80.0
14,2008-02-09 - 2008-02-16,15,2008-02-12 - 2008-02-19,0,6,1,72.7272727273,88.8888888889
15,2008-02-12 - 2008-02-19,16,2008-02-15 - 2008-02-22,0,5,1,80.7692307692,88.8888888889
16,2008-02-15 - 2008-02-22,17,2008-02-18 - 2008-02-25,0,5,1,82.7586206897,88.8888888889
17,2008-02-18 - 2008-02-25,18,2008-02-21 - 2008-02-28,0,9,1,74.2857142857,88.8888888889
18,2008-02-21 - 2008-02-28,19,2008-02-24 - 2008-03-02,0,4,0,86.2068965517,100.0
19,2008-02-24 - 2008-03-02,20,2008-02-27 - 2008-03-05,0,5,2,70.5882352941,77.7777777778
