1,2008-01-01 - 2008-01-08,2,2008-01-04 - 2008-01-11,1,1198,469,68.1806108898,47.65625
2,2008-01-04 - 2008-01-11,3,2008-01-07 - 2008-01-14,1,3579,657,21.8388294387,32.546201232
3,2008-01-07 - 2008-01-14,4,2008-01-10 - 2008-01-17,1,3789,691,21.827934805,30.5527638191
4,2008-01-10 - 2008-01-17,5,2008-01-13 - 2008-01-20,1,1654,550,63.5923398635,43.9918533605
5,2008-01-13 - 2008-01-20,6,2008-01-16 - 2008-01-23,1,3443,677,18.8737040528,28.3597883598
6,2008-01-16 - 2008-01-23,7,2008-01-19 - 2008-01-26,1,3480,673,17.2019985724,28.4803400638
7,2008-01-19 - 2008-01-26,8,2008-01-22 - 2008-01-29,1,1349,518,67.7118238392,47.1428571429
8,2008-01-22 - 2008-01-29,9,2008-01-25 - 2008-02-01,1,1375,560,68.6431014823,45.7364341085
9,2008-01-25 - 2008-02-01,10,2008-01-28 - 2008-02-04,1,3616,725,27.3749748946,31.2796208531
10,2008-01-28 - 2008-02-04,11,2008-01-31 - 2008-02-07,1,4635,786,14.1030392884,26.33552015
11,2008-01-31 - 2008-02-07,12,2008-02-03 - 2008-02-10,1,4315,743,15.7061926157,27.2994129159
12,2008-02-03 - 2008-02-10,13,2008-02-06 - 2008-02-13,1,4067,722,15.0407353248,28.373015873
13,2008-02-06 - 2008-02-13,14,2008-02-09 - 2008-02-16,1,3920,731,16.7374681393,27.1186440678
14,2008-02-09 - 2008-02-16,15,2008-02-12 - 2008-02-19,1,1546,531,65.5985758789,46.3094034378
15,2008-02-12 - 2008-02-19,16,2008-02-15 - 2008-02-22,1,3731,712,15.8167870036,27.7890466531
16,2008-02-15 - 2008-02-22,17,2008-02-18 - 2008-02-25,1,3541,694,19.2105863564,29.68591692
17,2008-02-18 - 2008-02-25,18,2008-02-21 - 2008-02-28,1,1618,546,62.8813948153,44.6247464503
18,2008-02-21 - 2008-02-28,19,2008-02-24 - 2008-03-02,1,3511,684,19.0640848317,30.487804878
19,2008-02-24 - 2008-03-02,20,2008-02-27 - 2008-03-05,1,3473,727,18.3783783784,28.4448818898
20,2008-02-27 - 2008-03-05,21,2008-03-01 - 2008-03-08,1,3303,726,20.9619526202,28.3316880553
21,2008-03-01 - 2008-03-08,22,2008-03-04 - 2008-03-11,1,3327,687,17.7706376668,28.2131661442
22,2008-03-04 - 2008-03-11,23,2008-03-07 - 2008-03-14,1,3283,689,15.6474820144,25.7543103448
23,2008-03-07 - 2008-03-14,24,2008-03-10 - 2008-03-17,1,3337,678,20.1865582397,28.9308176101
24,2008-03-10 - 2008-03-17,25,2008-03-13 - 2008-03-20,1,3472,667,22.9813664596,31.7297850563
25,2008-03-13 - 2008-03-20,26,2008-03-16 - 2008-03-23,1,1761,573,65.1563118322,45.6872037915
26,2008-03-16 - 2008-03-23,27,2008-03-19 - 2008-03-26,1,3964,773,20.9886386287,29.6633303003
27,2008-03-19 - 2008-03-26,28,2008-03-22 - 2008-03-29,1,3680,778,13.8979878334,23.7254901961
28,2008-03-22 - 2008-03-29,29,2008-03-25 - 2008-04-01,1,2640,619,33.6016096579,34.3584305408
29,2008-03-25 - 2008-04-01,30,2008-03-28 - 2008-04-04,1,1593,551,64.7488382385,44.3995963673
30,2008-03-28 - 2008-04-04,31,2008-03-31 - 2008-04-07,1,3625,692,19.0486824475,30.3822937626
31,2008-03-31 - 2008-04-07,32,2008-04-03 - 2008-04-10,1,3530,705,15.7517899761,27.3195876289
32,2008-04-03 - 2008-04-10,33,2008-04-06 - 2008-04-13,1,1448,525,64.8202137998,45.3125
33,2008-04-06 - 2008-04-13,34,2008-04-09 - 2008-04-16,1,1467,522,64.9546106068,45.2830188679
34,2008-04-09 - 2008-04-16,35,2008-04-12 - 2008-04-19,1,1421,520,68.554990042,47.6334340383
35,2008-04-12 - 2008-04-19,36,2008-04-15 - 2008-04-22,1,4130,759,16.5993537964,28.7323943662
36,2008-04-15 - 2008-04-22,37,2008-04-18 - 2008-04-25,1,3849,784,16.48947711,26.2464722484
37,2008-04-18 - 2008-04-25,38,2008-04-21 - 2008-04-28,1,1704,575,60.7373271889,43.3497536946
38,2008-04-21 - 2008-04-28,39,2008-04-24 - 2008-05-01,1,3064,686,20.6628689798,28.9119170984
39,2008-04-24 - 2008-05-01,40,2008-04-27 - 2008-05-04,1,3340,686,15.9748427673,28.6902286902
40,2008-04-27 - 2008-05-04,41,2008-04-30 - 2008-05-07,1,3175,659,22.5042714181,31.2825860271
41,2008-04-30 - 2008-05-07,42,2008-05-03 - 2008-05-10,1,3698,719,15.8206237196,29.0927021696
42,2008-05-03 - 2008-05-10,43,2008-05-06 - 2008-05-13,1,3333,701,27.9974076474,33.6174242424
43,2008-05-06 - 2008-05-13,44,2008-05-09 - 2008-05-16,1,3968,770,17.829778422,29.0976058932
44,2008-05-09 - 2008-05-16,45,2008-05-12 - 2008-05-19,1,3943,762,21.3758723829,30.2836230558
45,2008-05-12 - 2008-05-19,46,2008-05-15 - 2008-05-22,1,1889,595,61.8691966088,44.9074074074
46,2008-05-15 - 2008-05-22,47,2008-05-18 - 2008-05-25,1,3921,751,16.2358470412,29.2843691149
47,2008-05-18 - 2008-05-25,48,2008-05-21 - 2008-05-28,1,1674,591,63.4737071787,44.5070422535
48,2008-05-21 - 2008-05-28,49,2008-05-24 - 2008-05-31,1,3783,776,17.7250978686,27.476635514
49,2008-05-24 - 2008-05-31,50,2008-05-27 - 2008-06-03,1,3742,741,15.5495373505,29.4285714286
50,2008-05-27 - 2008-06-03,51,2008-05-30 - 2008-06-06,1,3696,756,14.126394052,26.6731328807
51,2008-05-30 - 2008-06-06,52,2008-06-02 - 2008-06-09,1,3393,752,25.13239188,30.8187672493
52,2008-06-02 - 2008-06-09,53,2008-06-05 - 2008-06-12,1,3847,762,17.7640017101,28.6516853933
53,2008-06-05 - 2008-06-12,54,2008-06-08 - 2008-06-15,1,3673,768,23.2553280401,31.3059033989
54,2008-06-08 - 2008-06-15,55,2008-06-11 - 2008-06-18,1,4023,804,13.3907427341,25.8302583026
55,2008-06-11 - 2008-06-18,56,2008-06-14 - 2008-06-21,1,3636,745,21.2134344529,29.8493408663
56,2008-06-14 - 2008-06-21,57,2008-06-17 - 2008-06-24,1,3604,732,24.4602808636,31.780055918
57,2008-06-17 - 2008-06-24,58,2008-06-20 - 2008-06-27,1,1592,569,68.0897975546,46.7726847521
58,2008-06-20 - 2008-06-27,59,2008-06-23 - 2008-06-30,1,3767,763,28.8976972442,32.8345070423
59,2008-06-23 - 2008-06-30,60,2008-06-26 - 2008-07-03,1,4496,841,14.3292682927,26.486013986
60,2008-06-26 - 2008-07-03,61,2008-06-29 - 2008-07-06,1,3936,804,17.6396735719,26.5753424658
61,2008-06-29 - 2008-07-06,62,2008-07-02 - 2008-07-09,1,3930,784,16.133162612,27.9411764706
62,2008-07-02 - 2008-07-09,63,2008-07-05 - 2008-07-12,1,1947,596,58.5568326948,45.0184501845
63,2008-07-05 - 2008-07-12,64,2008-07-08 - 2008-07-15,1,1559,577,66.226169844,46.9181232751
64,2008-07-08 - 2008-07-15,65,2008-07-11 - 2008-07-18,1,4072,838,13.7470874815,27.3200346921
65,2008-07-11 - 2008-07-18,66,2008-07-14 - 2008-07-21,1,1639,628,65.1573129252,43.9785905442
66,2008-07-14 - 2008-07-21,67,2008-07-17 - 2008-07-24,1,3821,767,25.1518119491,30.9630963096
67,2008-07-17 - 2008-07-24,68,2008-07-20 - 2008-07-27,1,2047,621,62.2881355932,44.5040214477
68,2008-07-20 - 2008-07-27,69,2008-07-23 - 2008-07-30,1,4157,785,18.5381148344,28.1135531136
69,2008-07-23 - 2008-07-30,70,2008-07-26 - 2008-08-02,1,4108,815,12.015420861,24.537037037
70,2008-07-26 - 2008-08-02,71,2008-07-29 - 2008-08-05,1,3020,694,33.2891539651,34.5283018868
71,2008-07-29 - 2008-08-05,72,2008-08-01 - 2008-08-08,1,4077,796,15.9901092108,27.5705186533
72,2008-08-01 - 2008-08-08,73,2008-08-04 - 2008-08-11,1,1689,570,63.1303208906,45.2449567723
73,2008-08-04 - 2008-08-11,74,2008-08-07 - 2008-08-14,1,3862,751,18.9336691856,28.4080076263
74,2008-08-07 - 2008-08-14,75,2008-08-10 - 2008-08-17,1,4116,763,24.1430151124,30.0
75,2008-08-10 - 2008-08-17,76,2008-08-13 - 2008-08-20,1,1839,584,65.8241962461,44.5920303605
76,2008-08-13 - 2008-08-20,77,2008-08-16 - 2008-08-23,1,4242,773,9.33960247916,24.0667976424
77,2008-08-16 - 2008-08-23,78,2008-08-19 - 2008-08-26,1,3264,716,22.9643615766,30.4854368932
78,2008-08-19 - 2008-08-26,79,2008-08-22 - 2008-08-29,1,3360,746,19.9618866127,28.3381364073
79,2008-08-22 - 2008-08-29,80,2008-08-25 - 2008-09-01,1,3230,743,25.6787850897,31.5207373272
80,2008-08-25 - 2008-09-01,81,2008-08-28 - 2008-09-04,1,3410,743,20.9733487833,30.0376647834
81,2008-08-28 - 2008-09-04,82,2008-08-31 - 2008-09-07,1,3249,725,21.3126665052,29.060665362
82,2008-08-31 - 2008-09-07,83,2008-09-03 - 2008-09-10,1,3339,689,21.3427561837,31.9169960474
83,2008-09-03 - 2008-09-10,84,2008-09-06 - 2008-09-13,1,3683,752,21.8710224862,30.8187672493
84,2008-09-06 - 2008-09-13,85,2008-09-09 - 2008-09-16,1,3436,758,19.9813693526,28.4905660377
85,2008-09-09 - 2008-09-16,86,2008-09-12 - 2008-09-19,1,3282,733,19.2619926199,28.6270691334
86,2008-09-12 - 2008-09-19,87,2008-09-15 - 2008-09-22,1,3010,680,28.4865763839,33.8521400778
87,2008-09-15 - 2008-09-22,88,2008-09-18 - 2008-09-25,1,3985,787,16.1758519142,27.2643253235
88,2008-09-18 - 2008-09-25,89,2008-09-21 - 2008-09-28,1,1785,610,62.1340687314,43.5185185185
89,2008-09-21 - 2008-09-28,90,2008-09-24 - 2008-10-01,1,3324,729,23.2864066467,29.9038461538
90,2008-09-24 - 2008-10-01,91,2008-09-27 - 2008-10-04,1,3463,749,19.4651162791,28.3253588517
91,2008-09-27 - 2008-10-04,92,2008-09-30 - 2008-10-07,1,3445,695,18.3455795212,29.939516129
92,2008-09-30 - 2008-10-07,93,2008-10-03 - 2008-10-10,1,1576,569,61.4575690878,44.0511307768
93,2008-10-03 - 2008-10-10,94,2008-10-06 - 2008-10-13,1,1570,558,61.100099108,44.8071216617
94,2008-10-06 - 2008-10-13,95,2008-10-09 - 2008-10-16,1,1507,533,62.3720349563,45.5010224949
95,2008-10-09 - 2008-10-16,96,2008-10-12 - 2008-10-19,1,3287,693,24.4715073529,32.9787234043
96,2008-10-12 - 2008-10-19,97,2008-10-15 - 2008-10-22,1,3337,733,27.3301393728,32.3176361958
97,2008-10-15 - 2008-10-22,98,2008-10-18 - 2008-10-25,1,4004,793,17.3581011352,28.4296028881
98,2008-10-18 - 2008-10-25,99,2008-10-21 - 2008-10-28,1,3899,780,18.550240234,30.2949061662
99,2008-10-21 - 2008-10-28,100,2008-10-24 - 2008-10-31,1,4049,816,14.0157145891,24.7232472325
100,2008-10-24 - 2008-10-31,101,2008-10-27 - 2008-11-03,1,1796,597,60.0533807829,44.8243992606
101,2008-10-27 - 2008-11-03,102,2008-10-30 - 2008-11-06,1,3488,761,12.9523334165,27.5927687916
102,2008-10-30 - 2008-11-06,103,2008-11-02 - 2008-11-09,1,1486,578,64.0280803679,45.0570342205
103,2008-11-02 - 2008-11-09,104,2008-11-05 - 2008-11-12,1,3422,728,18.9291637053,30.7984790875
104,2008-11-05 - 2008-11-12,105,2008-11-08 - 2008-11-15,1,3511,748,22.6481603878,29.3005671078
105,2008-11-08 - 2008-11-15,106,2008-11-11 - 2008-11-18,1,1661,573,64.7794741306,45.2722063037
106,2008-11-11 - 2008-11-18,107,2008-11-14 - 2008-11-21,1,3839,749,16.3798736659,28.5305343511
107,2008-11-14 - 2008-11-21,108,2008-11-17 - 2008-11-24,1,3703,766,21.0447761194,30.990990991
108,2008-11-17 - 2008-11-24,109,2008-11-20 - 2008-11-27,1,1609,595,65.7221985513,45.6124314442
109,2008-11-20 - 2008-11-27,110,2008-11-23 - 2008-11-30,1,4012,784,16.8841930806,28.7272727273
110,2008-11-23 - 2008-11-30,111,2008-11-26 - 2008-12-03,1,3980,812,18.8252090557,28.2685512367
111,2008-11-26 - 2008-12-03,112,2008-11-29 - 2008-12-06,1,1653,598,64.2826274849,45.2881976212
112,2008-11-29 - 2008-12-06,113,2008-12-02 - 2008-12-09,1,1586,598,67.1975180972,46.0288808664
113,2008-12-02 - 2008-12-09,114,2008-12-05 - 2008-12-12,1,3779,752,27.5220560031,32.2522522523
114,2008-12-05 - 2008-12-12,115,2008-12-08 - 2008-12-15,1,4166,764,21.8386491557,32.8056288478
115,2008-12-08 - 2008-12-15,116,2008-12-11 - 2008-12-18,1,4223,795,18.4906388728,29.3333333333
116,2008-12-11 - 2008-12-18,117,2008-12-14 - 2008-12-21,1,3935,774,18.0720383094,30.081300813
117,2008-12-14 - 2008-12-21,118,2008-12-17 - 2008-12-24,1,3882,808,11.6522530724,24.8372093023
118,2008-12-17 - 2008-12-24,119,2008-12-20 - 2008-12-27,1,2774,712,20.5612829324,27.1983640082
119,2008-12-20 - 2008-12-27,120,2008-12-23 - 2008-12-30,1,2270,596,15.5191663565,27.5820170109
120,2008-12-23 - 2008-12-30,121,2008-12-26 - 2009-01-02,1,1146,469,53.8647342995,39.5618556701
121,2008-12-26 - 2009-01-02,122,2008-12-29 - 2009-01-05,1,1724,502,26.1670235546,28.6931818182
122,2008-12-29 - 2009-01-05,123,2009-01-01 - 2009-01-08,1,1951,502,15.4312960555,25.4086181278
123,2009-01-01 - 2009-01-08,124,2009-01-04 - 2009-01-11,1,1018,416,58.5673585674,44.235924933
124,2009-01-04 - 2009-01-11,125,2009-01-07 - 2009-01-14,1,2043,526,23.8538948938,30.8804204993
125,2009-01-07 - 2009-01-14,126,2009-01-10 - 2009-01-17,1,2305,578,24.1526818032,31.8396226415
126,2009-01-10 - 2009-01-17,127,2009-01-13 - 2009-01-20,1,2460,596,27.2619751626,32.1956769056
127,2009-01-13 - 2009-01-20,128,2009-01-16 - 2009-01-23,1,1303,486,60.2985984156,44.3298969072
128,2009-01-16 - 2009-01-23,129,2009-01-19 - 2009-01-26,1,2365,619,28.0717761557,28.8505747126
129,2009-01-19 - 2009-01-26,130,2009-01-22 - 2009-01-29,1,2778,624,17.8835353237,29.1713961407
130,2009-01-22 - 2009-01-29,131,2009-01-25 - 2009-02-01,1,1273,504,62.9079254079,45.0980392157
131,2009-01-25 - 2009-02-01,132,2009-01-28 - 2009-02-04,1,1310,513,64.295448351,44.7793326157
132,2009-01-28 - 2009-02-04,133,2009-01-31 - 2009-02-07,1,3100,641,23.1912784936,30.7027027027
133,2009-01-31 - 2009-02-07,134,2009-02-03 - 2009-02-10,1,3174,626,23.6101083032,31.6593886463
134,2009-02-03 - 2009-02-10,135,2009-02-06 - 2009-02-13,1,3074,628,28.5282492444,33.8250790306
135,2009-02-06 - 2009-02-13,136,2009-02-09 - 2009-02-16,1,1458,530,68.4620376379,46.5725806452
136,2009-02-09 - 2009-02-16,137,2009-02-12 - 2009-02-19,1,3609,706,21.1836645556,29.3293293293
137,2009-02-12 - 2009-02-19,138,2009-02-15 - 2009-02-22,1,3689,670,20.4785514119,32.3232323232
138,2009-02-15 - 2009-02-22,139,2009-02-18 - 2009-02-25,1,3807,723,16.8958742633,28.8385826772
139,2009-02-18 - 2009-02-25,140,2009-02-21 - 2009-02-28,1,3713,751,15.8049886621,26.3725490196
140,2009-02-21 - 2009-02-28,141,2009-02-24 - 2009-03-03,1,3330,705,20.5250596659,29.8507462687
141,2009-02-24 - 2009-03-03,142,2009-02-27 - 2009-03-06,1,3306,700,19.247679531,28.35209826
142,2009-02-27 - 2009-03-06,143,2009-03-02 - 2009-03-09,1,2964,653,27.5659824047,33.3673469388
143,2009-03-02 - 2009-03-09,144,2009-03-05 - 2009-03-12,1,3482,730,14.573110893,27.3631840796
144,2009-03-05 - 2009-03-12,145,2009-03-08 - 2009-03-15,1,3036,683,24.251497006,30.0921187308
145,2009-03-08 - 2009-03-15,146,2009-03-11 - 2009-03-18,1,3149,661,19.8727735369,29.1532690247
146,2009-03-11 - 2009-03-18,147,2009-03-14 - 2009-03-21,1,3268,657,12.5735687533,27.0810210877
147,2009-03-14 - 2009-03-21,148,2009-03-17 - 2009-03-24,1,2591,609,30.5548110426,34.375
148,2009-03-17 - 2009-03-24,149,2009-03-20 - 2009-03-27,1,1471,537,63.225,44.1787941788
149,2009-03-20 - 2009-03-27,150,2009-03-23 - 2009-03-30,1,2942,637,22.1487165917,30.985915493
