1,2008-01-01 - 2008-01-08,2,2008-01-04 - 2008-01-11,0,30,6,60.0,70.0
2,2008-01-04 - 2008-01-11,3,2008-01-07 - 2008-01-14,0,47,5,47.191011236,75.0
3,2008-01-07 - 2008-01-14,4,2008-01-10 - 2008-01-17,0,24,5,63.0769230769,75.0
4,2008-01-10 - 2008-01-17,5,2008-01-13 - 2008-01-20,0,24,5,65.2173913043,75.0
5,2008-01-13 - 2008-01-20,6,2008-01-16 - 2008-01-23,0,27,4,60.8695652174,80.0
6,2008-01-16 - 2008-01-23,7,2008-01-19 - 2008-01-26,0,19,4,73.6111111111,80.0
7,2008-01-19 - 2008-01-26,8,2008-01-22 - 2008-01-29,0,25,3,71.9101123596,85.0
8,2008-01-22 - 2008-01-29,9,2008-01-25 - 2008-02-01,0,39,5,51.8518518519,75.0
9,2008-01-25 - 2008-02-01,10,2008-01-28 - 2008-02-04,0,27,5,61.4285714286,73.6842105263
10,2008-01-28 - 2008-02-04,11,2008-01-31 - 2008-02-07,0,39,4,56.1797752809,80.0
11,2008-01-31 - 2008-02-07,12,2008-02-03 - 2008-02-10,0,58,7,44.2307692308,65.0
12,2008-02-03 - 2008-02-10,13,2008-02-06 - 2008-02-13,0,28,4,64.5569620253,77.7777777778
13,2008-02-06 - 2008-02-13,14,2008-02-09 - 2008-02-16,0,55,7,37.5,63.1578947368
14,2008-02-09 - 2008-02-16,15,2008-02-12 - 2008-02-19,0,25,3,64.2857142857,85.0
15,2008-02-12 - 2008-02-19,16,2008-02-15 - 2008-02-22,0,40,6,42.0289855072,70.0
16,2008-02-15 - 2008-02-22,17,2008-02-18 - 2008-02-25,0,21,4,70.4225352113,80.0
17,2008-02-18 - 2008-02-25,18,2008-02-21 - 2008-02-28,0,22,6,70.2702702703,68.4210526316
18,2008-02-21 - 2008-02-28,19,2008-02-24 - 2008-03-02,0,26,3,63.3802816901,84.2105263158
19,2008-02-24 - 2008-03-02,20,2008-02-27 - 2008-03-05,0,38,9,42.4242424242,55.0
20,2008-02-27 - 2008-03-05,21,2008-03-01 - 2008-03-08,0,22,4,68.115942029,77.7777777778
21,2008-03-01 - 2008-03-08,22,2008-03-04 - 2008-03-11,0,35,4,62.3655913978,80.0
22,2008-03-04 - 2008-03-11,23,2008-03-07 - 2008-03-14,0,57,7,31.3253012048,63.1578947368
23,2008-03-07 - 2008-03-14,24,2008-03-10 - 2008-03-17,0,26,6,57.3770491803,70.0
24,2008-03-10 - 2008-03-17,25,2008-03-13 - 2008-03-20,0,24,6,66.6666666667,70.0
25,2008-03-13 - 2008-03-20,26,2008-03-16 - 2008-03-23,0,49,5,54.6296296296,75.0
26,2008-03-16 - 2008-03-23,27,2008-03-19 - 2008-03-26,0,55,7,40.2173913043,65.0
27,2008-03-19 - 2008-03-26,28,2008-03-22 - 2008-03-29,0,16,3,77.1428571429,84.2105263158
28,2008-03-22 - 2008-03-29,29,2008-03-25 - 2008-04-01,0,32,4,61.4457831325,80.0
29,2008-03-25 - 2008-04-01,30,2008-03-28 - 2008-04-04,0,40,6,48.0519480519,68.4210526316
30,2008-03-28 - 2008-04-04,31,2008-03-31 - 2008-04-07,0,34,5,55.2631578947,75.0
31,2008-03-31 - 2008-04-07,32,2008-04-03 - 2008-04-10,0,44,7,38.0281690141,65.0
32,2008-04-03 - 2008-04-10,33,2008-04-06 - 2008-04-13,0,44,10,30.1587301587,50.0
33,2008-04-06 - 2008-04-13,34,2008-04-09 - 2008-04-16,0,30,5,56.5217391304,72.2222222222
34,2008-04-09 - 2008-04-16,35,2008-04-12 - 2008-04-19,0,32,6,58.4415584416,70.0
35,2008-04-12 - 2008-04-19,36,2008-04-15 - 2008-04-22,0,44,8,36.231884058,57.8947368421
36,2008-04-15 - 2008-04-22,37,2008-04-18 - 2008-04-25,0,29,4,50.8474576271,78.9473684211
37,2008-04-18 - 2008-04-25,38,2008-04-21 - 2008-04-28,0,38,6,45.7142857143,70.0
38,2008-04-21 - 2008-04-28,39,2008-04-24 - 2008-05-01,0,34,6,52.7777777778,70.0
39,2008-04-24 - 2008-05-01,40,2008-04-27 - 2008-05-04,0,43,6,45.5696202532,70.0
40,2008-04-27 - 2008-05-04,41,2008-04-30 - 2008-05-07,0,15,4,80.5194805195,80.0
41,2008-04-30 - 2008-05-07,42,2008-05-03 - 2008-05-10,0,44,6,42.1052631579,68.4210526316
42,2008-05-03 - 2008-05-10,43,2008-05-06 - 2008-05-13,0,33,5,58.2278481013,75.0
43,2008-05-06 - 2008-05-13,44,2008-05-09 - 2008-05-16,0,26,4,62.3188405797,80.0
44,2008-05-09 - 2008-05-16,45,2008-05-12 - 2008-05-19,0,42,6,46.835443038,70.0
45,2008-05-12 - 2008-05-19,46,2008-05-15 - 2008-05-22,0,22,2,66.6666666667,89.4736842105
46,2008-05-15 - 2008-05-22,47,2008-05-18 - 2008-05-25,0,27,5,61.4285714286,75.0
47,2008-05-18 - 2008-05-25,48,2008-05-21 - 2008-05-28,0,27,2,63.5135135135,90.0
48,2008-05-21 - 2008-05-28,49,2008-05-24 - 2008-05-31,0,18,2,70.4918032787,89.4736842105
49,2008-05-24 - 2008-05-31,50,2008-05-27 - 2008-06-03,0,27,4,57.1428571429,80.0
50,2008-05-27 - 2008-06-03,51,2008-05-30 - 2008-06-06,0,23,5,53.0612244898,73.6842105263
51,2008-05-30 - 2008-06-06,52,2008-06-02 - 2008-06-09,0,29,4,52.4590163934,78.9473684211
52,2008-06-02 - 2008-06-09,53,2008-06-05 - 2008-06-12,0,26,7,50.9433962264,63.1578947368
53,2008-06-05 - 2008-06-12,54,2008-06-08 - 2008-06-15,0,30,7,53.125,63.1578947368
54,2008-06-08 - 2008-06-15,55,2008-06-11 - 2008-06-18,0,35,5,47.7611940299,75.0
55,2008-06-11 - 2008-06-18,56,2008-06-14 - 2008-06-21,0,36,7,50.0,65.0
56,2008-06-14 - 2008-06-21,57,2008-06-17 - 2008-06-24,0,25,5,67.9487179487,75.0
57,2008-06-17 - 2008-06-24,58,2008-06-20 - 2008-06-27,0,46,5,57.0093457944,75.0
58,2008-06-20 - 2008-06-27,59,2008-06-23 - 2008-06-30,0,41,4,58.5858585859,80.0
59,2008-06-23 - 2008-06-30,60,2008-06-26 - 2008-07-03,0,36,4,57.1428571429,80.0
60,2008-06-26 - 2008-07-03,61,2008-06-29 - 2008-07-06,0,40,6,51.2195121951,70.0
61,2008-06-29 - 2008-07-06,62,2008-07-02 - 2008-07-09,0,34,8,50.0,60.0
62,2008-07-02 - 2008-07-09,63,2008-07-05 - 2008-07-12,0,24,4,54.7169811321,76.4705882353
63,2008-07-05 - 2008-07-12,64,2008-07-08 - 2008-07-15,0,30,6,54.5454545455,68.4210526316
64,2008-07-08 - 2008-07-15,65,2008-07-11 - 2008-07-18,0,39,5,40.0,72.2222222222
65,2008-07-11 - 2008-07-18,66,2008-07-14 - 2008-07-21,0,29,4,56.0606060606,78.9473684211
66,2008-07-14 - 2008-07-21,67,2008-07-17 - 2008-07-24,0,19,4,67.2413793103,78.9473684211
