1,2008-01-01 - 2008-01-08,2,2008-01-04 - 2008-01-11,1,0,0,100.0,100.0
2,2008-01-04 - 2008-01-11,3,2008-01-07 - 2008-01-14,1,5,1,85.2941176471,90.0
3,2008-01-07 - 2008-01-14,4,2008-01-10 - 2008-01-17,1,4,2,86.6666666667,80.0
4,2008-01-10 - 2008-01-17,5,2008-01-13 - 2008-01-20,1,6,2,79.3103448276,80.0
5,2008-01-13 - 2008-01-20,6,2008-01-16 - 2008-01-23,1,0,0,100.0,100.0
6,2008-01-16 - 2008-01-23,7,2008-01-19 - 2008-01-26,1,2,1,93.9393939394,90.0
7,2008-01-19 - 2008-01-26,8,2008-01-22 - 2008-01-29,1,0,0,100.0,100.0
8,2008-01-22 - 2008-01-29,9,2008-01-25 - 2008-02-01,1,5,2,82.7586206897,80.0
9,2008-01-25 - 2008-02-01,10,2008-01-28 - 2008-02-04,1,0,0,100.0,100.0
10,2008-01-28 - 2008-02-04,11,2008-01-31 - 2008-02-07,1,9,2,66.6666666667,77.7777777778
11,2008-01-31 - 2008-02-07,12,2008-02-03 - 2008-02-10,1,17,3,52.7777777778,66.6666666667
12,2008-02-03 - 2008-02-10,13,2008-02-06 - 2008-02-13,1,8,2,76.4705882353,80.0
13,2008-02-06 - 2008-02-13,14,2008-02-09 - 2008-02-16,1,11,3,65.625,70.0
14,2008-02-09 - 2008-02-16,15,2008-02-12 - 2008-02-19,1,9,3,59.0909090909,66.6666666667
15,2008-02-12 - 2008-02-19,16,2008-02-15 - 2008-02-22,1,9,3,65.3846153846,66.6666666667
16,2008-02-15 - 2008-02-22,17,2008-02-18 - 2008-02-25,1,2,1,93.1034482759,88.8888888889
17,2008-02-18 - 2008-02-25,18,2008-02-21 - 2008-02-28,1,2,1,94.2857142857,88.8888888889
18,2008-02-21 - 2008-02-28,19,2008-02-24 - 2008-03-02,1,0,0,100.0,100.0
19,2008-02-24 - 2008-03-02,20,2008-02-27 - 2008-03-05,1,6,3,64.7058823529,66.6666666667
20,2008-02-27 - 2008-03-05,21,2008-03-01 - 2008-03-08,1,6,2,76.0,77.7777777778
21,2008-03-01 - 2008-03-08,22,2008-03-04 - 2008-03-11,1,4,1,86.6666666667,90.0
22,2008-03-04 - 2008-03-11,23,2008-03-07 - 2008-03-14,1,15,3,46.4285714286,66.6666666667
23,2008-03-07 - 2008-03-14,24,2008-03-10 - 2008-03-17,1,0,0,100.0,100.0
24,2008-03-10 - 2008-03-17,25,2008-03-13 - 2008-03-20,1,3,1,90.0,90.0
25,2008-03-13 - 2008-03-20,26,2008-03-16 - 2008-03-23,1,3,1,91.1764705882,90.0
26,2008-03-16 - 2008-03-23,27,2008-03-19 - 2008-03-26,1,3,1,90.625,90.0
